W3G,SANTINIS,cosine_sim,50000,10000,0.7,100,0.797331778804,0.722191666667,0.615092,0.781078387812,0.75790389143
W3G,SANTINIS,minmax_sim,50000,5000,0.7,100,0.932880951121,0.680308333333,0.595455,0.868400158905,0.786822341521
W3G,SANTINIS,combo,100000,1000,0.5,100,0.878071548641,0.682641666667,0.589278,0.830518591299,0.768120907208
W3G,SANTINIS,cosine_sim,10000,500,0.7,100,0.945150598847,0.610408333333,0.591176,0.851733995059,0.741762706454
W3G,SANTINIS,minmax_sim,100000,5000,0.9,100,0.986615663671,0.595791666667,0.498461,0.872188962067,0.742940682021
W3G,SANTINIS,combo,50000,5000,0.9,100,0.956908125016,0.603941666667,0.595396,0.856763138406,0.740515443509
W3G,SANTINIS,cosine_sim,100000,10000,0.5,100,0.657081857534,0.8047,0.696379,0.682107698574,0.723437314579
W3G,SANTINIS,minmax_sim,50000,10000,0.7,100,0.846003995763,0.715066666667,0.683024,0.81611586462,0.775044040986
W3G,SANTINIS,combo,50000,10000,0.5,100,0.571805872168,0.823791666667,0.729633,0.609066792837,0.67504978955
W1G,SANTINIS,cosine_sim,50000,5000,0.5,100,0.839437997491,0.702133333333,0.647386,0.807842696466,0.764670939995
W1G,SANTINIS,minmax_sim,100000,10000,0.7,100,0.825578981835,0.690133333333,0.572996,0.79439728122,0.751804374698
W1G,SANTINIS,combo,50000,5000,0.5,100,0.854246041144,0.689108333333,0.583802,0.815176320875,0.762842384619
W1G,SANTINIS,cosine_sim,10000,500,0.7,100,0.957477268409,0.53795,0.493652,0.82828717428,0.688866529883
W1G,SANTINIS,minmax_sim,10000,500,0.7,100,0.924079073609,0.609466666667,0.581896,0.837603334851,0.734500938495
W1G,SANTINIS,combo,10000,500,0.7,50,0.955307435711,0.55215,0.492283,0.833578433228,0.699818101835
W1G,SANTINIS,cosine_sim,5000,1000,0.5,100,0.608680001081,0.802316666667,0.66809,0.639550721936,0.692211570299
W1G,SANTINIS,minmax_sim,100000,10000,0.5,100,0.603603617238,0.750475,0.643629,0.628191610294,0.669074038804
W1G,SANTINIS,combo,50000,10000,0.5,100,0.71635015616,0.743491666667,0.651023,0.721618762142,0.729668602711
C4G,SANTINIS,cosine_sim,50000,1000,0.5,100,0.738743224188,0.779525,0.651554,0.74655460225,0.758586398188
C4G,SANTINIS,minmax_sim,100000,5000,0.9,100,0.863795791077,0.6823,0.558101,0.82016220241,0.762395023198
C4G,SANTINIS,combo,50000,500,0.5,100,0.83708664323,0.713683333333,0.658485,0.809106063705,0.770475047696
C4G,SANTINIS,cosine_sim,100000,500,0.5,100,0.911178213401,0.592891666667,0.448309,0.822832704505,0.718357540076
C4G,SANTINIS,minmax_sim,50000,500,0.7,50,0.904559255766,0.628583333333,0.571656,0.831542462024,0.741732538421
C4G,SANTINIS,combo,100000,500,0.5,100,0.952801263525,0.605041666667,0.550917,0.854565587957,0.740106018794
C4G,SANTINIS,cosine_sim,100000,5000,0.5,100,0.685880102166,0.825758333333,0.716357,0.709931688403,0.749347458665
C4G,SANTINIS,minmax_sim,10000,500,0.5,100,0.456051322103,0.820275,0.677505,0.50049819501,0.586194128821
C4G,SANTINIS,combo,100000,5000,0.5,100,0.63624976299,0.819458333333,0.713203,0.666031044223,0.716325163926
