50000, 5000, 0.7, 100, 1, 0, 0.773757533416, 0.319676278503, 0.24473, 0.60257352078, 0.45243146142
50000, 5000, 0.7, 100, 1, 1, 0.678964695704, 0.346275211069, 0.219317, 0.56952804734, 0.458641224869
50000, 5000, 0.7, 100, 1, 2, 0.738054160463, 0.318490837496, 0.258522, 0.584148712581, 0.4449663538
50000, 5000, 0.7, 100, 1, 3, 0.677097853956, 0.343472833434, 0.219322, 0.566957446207, 0.455754258444
50000, 5000, 0.7, 100, 1, 4, 0.773080962061, 0.333121726207, 0.245653, 0.61154539027, 0.465610990301
50000, 5000, 0.7, 100, 1, 5, 0.675924139725, 0.336863836742, 0.246494, 0.562658662282, 0.449638827366
50000, 5000, 0.7, 100, 1, 6, 0.760167786173, 0.323721139049, 0.23602, 0.598725337877, 0.454073062067
50000, 5000, 0.7, 100, 1, 7, 0.880766721884, 0.368157615364, 0.270419, 0.688921059132, 0.519264404336
50000, 5000, 0.7, 100, 2, 0, 0.663877587161, 0.374449433503, 0.23761, 0.574990573267, 0.478825228431
50000, 5000, 0.7, 100, 2, 1, 0.697576801699, 0.356492263088, 0.2259, 0.585531817552, 0.471849029676
50000, 5000, 0.7, 100, 2, 2, 0.678131385398, 0.375704351219, 0.226895, 0.584096502697, 0.483523007125
50000, 5000, 0.7, 100, 2, 3, 0.636068658233, 0.313192216566, 0.229073, 0.527339568323, 0.4197197172
50000, 5000, 0.7, 100, 2, 4, 0.681180440932, 0.367418723658, 0.229222, 0.581811440429, 0.477357710438
50000, 5000, 0.7, 100, 2, 5, 0.750557408861, 0.417146231349, 0.333824, 0.647114041377, 0.536252836312
50000, 5000, 0.7, 100, 2, 6, 0.632536606729, 0.35287339168, 0.243018, 0.545993255573, 0.453020241602
50000, 5000, 0.7, 100, 2, 7, 0.649491393333, 0.37282535545, 0.237016, 0.565554167291, 0.473721789004
50000, 5000, 0.7, 100, 3, 0, 0.618280842557, 0.373916764823, 0.196894, 0.546810004634, 0.466007115279
50000, 5000, 0.7, 100, 3, 1, 0.645251864046, 0.450171339564, 0.288598, 0.593788535015, 0.530340958702
50000, 5000, 0.7, 100, 3, 2, 0.570300309983, 0.371925141638, 0.198354, 0.515327826108, 0.450229874818
50000, 5000, 0.7, 100, 3, 3, 0.571142183288, 0.355203697979, 0.199084, 0.509227403255, 0.438004463944
50000, 5000, 0.7, 100, 3, 4, 0.594705315231, 0.426861978333, 0.278788, 0.551347069854, 0.496995330574
50000, 5000, 0.7, 100, 3, 5, 0.623451653579, 0.337768752869, 0.208391, 0.533248021489, 0.438156506231
50000, 5000, 0.7, 100, 3, 6, 0.654108490436, 0.362706809342, 0.207563, 0.563555457765, 0.466652308598
50000, 5000, 0.7, 100, 3, 7, 0.536921202028, 0.330030852921, 0.181555, 0.477103675777, 0.408789762352
50000, 5000, 0.7, 100, 4, 0, 0.391227997938, 0.514982904366, 0.248014, 0.410980438364, 0.444655278667
50000, 5000, 0.7, 100, 4, 1, 0.525931038905, 0.457220854622, 0.230539, 0.510585108575, 0.489174949799
50000, 5000, 0.7, 100, 4, 2, 0.495818219977, 0.463440274895, 0.206437, 0.488985688314, 0.479082819475
50000, 5000, 0.7, 100, 4, 3, 0.469049216684, 0.39352967033, 0.158983, 0.451712225389, 0.427983541886
50000, 5000, 0.7, 100, 4, 4, 0.569530206533, 0.478308752651, 0.260669, 0.548604597816, 0.519948757958
50000, 5000, 0.7, 100, 4, 5, 0.579813843351, 0.389010696833, 0.201936, 0.528017152451, 0.46562360444
50000, 5000, 0.7, 100, 4, 6, 0.543540633135, 0.457572182719, 0.241834, 0.523856258732, 0.496865228297
50000, 5000, 0.7, 100, 4, 7, 0.563432238516, 0.481870587233, 0.282365, 0.544983406914, 0.519469414895
50000, 5000, 0.7, 100, 5, 0, 0.467361669502, 0.591980863964, 0.34299, 0.487903601689, 0.522341275187
50000, 5000, 0.7, 100, 5, 1, 0.458794503214, 0.515677521008, 0.28899, 0.46914452043, 0.485575791174
50000, 5000, 0.7, 100, 5, 2, 0.347693004695, 0.584625678108, 0.165827, 0.378360849411, 0.436053170215
50000, 5000, 0.7, 100, 5, 3, 0.365882485022, 0.638539012265, 0.299999, 0.400046502579, 0.465203584794
50000, 5000, 0.7, 100, 5, 4, 0.501871905875, 0.696935579713, 0.416988, 0.531631315663, 0.583533873233
50000, 5000, 0.7, 100, 5, 5, 0.382552054573, 0.56047151378, 0.25181, 0.408486541051, 0.454727827218
50000, 5000, 0.7, 100, 5, 6, 0.434637873111, 0.646624991116, 0.338144, 0.465135531626, 0.519850852438
50000, 5000, 0.7, 100, 5, 7, 0.370248675881, 0.500292626556, 0.200193, 0.390552383006, 0.425557482492
50000, 5000, 0.7, 100, 6, 0, 0.404637276824, 0.716165468743, 0.385585, 0.443194751493, 0.517106593776
50000, 5000, 0.7, 100, 6, 1, 0.36353198456, 0.734902531748, 0.354453, 0.404403696242, 0.486438785123
50000, 5000, 0.7, 100, 6, 2, 0.36207173944, 0.715392913451, 0.277328, 0.401755909322, 0.480801956447
50000, 5000, 0.7, 100, 6, 3, 0.36228614243, 0.719239931679, 0.25925, 0.402208833253, 0.481857380173
50000, 5000, 0.7, 100, 6, 4, 0.36292250089, 0.724312643487, 0.289998, 0.403152455354, 0.48355566385
50000, 5000, 0.7, 100, 6, 5, 0.365492121917, 0.586013248458, 0.208439, 0.39523834537, 0.450198669013
50000, 5000, 0.7, 100, 6, 6, 0.365092352715, 0.577671424521, 0.201755, 0.394097371813, 0.447415194701
50000, 5000, 0.7, 100, 6, 7, 0.36233026617, 0.723950497452, 0.337084, 0.402545317112, 0.482949132894
50000, 5000, 0.7, 100, 7, 0, 0.505969875092, 0.501020408163, 0.0817621, 0.504972173987, 0.503482978043
50000, 5000, 0.7, 100, 7, 1, 0.00590713435296, 0.496153846154, 0.0548313, 0.00736200520477, 0.0116752647298
50000, 5000, 0.7, 100, 7, 2, 0.505968778696, 0.500927643785, 0.0818018, 0.504952450905, 0.503435591749
50000, 5000, 0.7, 100, 7, 3, 0.507490636704, 0.500948766603, 0.0832616, 0.506168629487, 0.504198482697
50000, 5000, 0.7, 100, 7, 4, 0.507490636704, 0.500948766603, 0.0832604, 0.506168629487, 0.504198482697
50000, 5000, 0.7, 100, 7, 5, 0.505997416498, 0.503339517625, 0.0816755, 0.505463593474, 0.504664967523
50000, 5000, 0.7, 100, 7, 6, 0.507490636704, 0.500948766603, 0.083262, 0.506168629487, 0.504198482697
50000, 5000, 0.7, 100, 7, 7, 0.0058618794651, 0.492307692308, 0.0548988, 0.0073056024839, 0.011585807386"]
