0.068733852667,50000,10000,0.07,1,0.45993477546075,0.060438470121128,0.3881415266045,0.029516820133716,0.1938045,0.024031320625384,0.4416155122235,0.042310007578748,0.41833816872325,0.021643548463433
0.151471862576,50000,10000,0.07,2,0.430640586169,0.035148568965163,0.404865473416,0.017259938531992,0.18372675,0.033896594385228,0.425111729518,0.030998070082111,0.41718451560025,0.025248758854881
0.250468311004,50000,10000,0.07,3,0.37221575409475,0.043285834663855,0.43039841519075,0.041405793357628,0.167677,0.004542066123106,0.38078275735775,0.029980934099364,0.3962246891665,0.015656779180852
0.367544467966,50000,10000,0.07,4,0.3447659662095,0.079949648559288,0.4570605136555,0.077343385983348,0.17168525,0.02757109484436,0.3578800991245,0.062570380675958,0.38414248993625,0.03980402077346
0.503436466839,50000,10000,0.07,5,0.34325900276425,0.051628812063367,0.543540203276,0.047753898890389,0.1907225,0.023461003424122,0.36935269862775,0.046920117352172,0.41796562477425,0.036421429896241
0.657002829715,50000,10000,0.07,6,0.404926836724,0.052846970926505,0.55000087665725,0.057413012284932,0.160318375,0.097780389083032,0.42657472969625,0.049796443719331,0.46461628530025,0.046183853738898
0.824588396139,50000,10000,0.07,7,0.50261502427475,0.004036280322572,0.55226984077325,0.084514305325722,0.157918575,0.066522426820252,0.51071971377175,0.016599512586409,0.52434856615225,0.03827802333588










